City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
305,Nuuk,GL,2020-09-28 23:52:20,64.18,-51.72,33.8,74,7,2.24
306,Oneida,US,2020-09-28 23:52:21,43.2,-75.47,75.2,60,20,10.29
307,Karakol,KG,2020-09-28 23:52:21,42.49,78.39,41.09,66,54,2.44
308,Suba,PH,2020-09-28 23:52:21,10.84,121.01,84.04,72,100,8.77
309,Namatanai,PG,2020-09-28 23:52:21,-3.67,152.43,85.05,67,65,4.09
310,Rawah,IQ,2020-09-28 23:52:22,34.48,41.91,75.31,27,0,5.66
311,Port Hedland,AU,2020-09-28 23:52:22,-20.32,118.57,77.0,29,51,8.05
312,Batemans Bay,AU,2020-09-28 23:52:22,-35.72,150.18,61.0,73,9,3.0
313,Gautier,US,2020-09-28 23:52:22,30.39,-88.61,78.8,88,1,7.34
314,Savannah Bight,HN,2020-09-28 23:52:23,16.45,-85.85,85.35,76,39,19.86
315,Iqaluit,CA,2020-09-28 23:52:23,63.75,-68.51,24.8,85,75,9.17
316,Pike Creek,US,2020-09-28 23:52:23,39.73,-75.7,72.0,85,0,9.66
317,Tirumullaivasal,IN,2020-09-28 23:52:23,11.23,79.83,78.37,85,100,8.52
318,Spring Hill,US,2020-09-28 23:52:24,28.48,-82.53,79.0,88,1,3.36
319,Envira,BR,2020-09-28 23:52:24,-7.3,-70.22,79.7,67,38,2.33
320,Fort Frances,CA,2020-09-28 23:52:24,48.6,-93.4,50.0,87,90,6.93
321,San Francisco,US,2020-09-28 23:49:52,37.77,-122.42,88.0,37,20,14.99
322,Ural,RU,2020-09-28 23:52:24,55.91,94.75,40.33,82,74,10.31
323,Mayahi,NE,2020-09-28 23:52:25,13.96,7.67,90.3,32,92,7.09
324,Yaan,NG,2020-09-28 23:52:25,7.38,8.57,72.75,97,100,10.16
325,San Quintin,MX,2020-09-28 23:52:25,30.48,-115.95,76.77,58,0,11.83
326,Noyabrsk,RU,2020-09-28 23:52:25,63.2,75.45,34.23,90,67,8.72
327,Vila Franca Do Campo,PT,2020-09-28 23:52:26,37.72,-25.43,68.0,88,20,8.05
328,Praya,CV,2020-09-28 23:52:26,14.92,-23.51,80.6,88,40,11.41
329,Abha,SA,2020-09-28 23:52:26,18.22,42.51,64.4,25,36,5.41
330,Grindavik,IS,2020-09-28 23:52:26,63.84,-22.43,39.2,93,75,5.82
331,Mosquera,CO,2020-09-28 23:50:05,4.71,-74.23,60.8,51,75,10.29
332,Abnub,EG,2020-09-28 23:52:27,27.27,31.15,86.0,27,0,10.29
333,San Policarpo,PH,2020-09-28 23:52:27,12.18,125.51,83.17,74,37,1.79
334,Longyearbyen,SJ,2020-09-28 23:52:27,78.22,15.64,37.4,93,75,9.17
335,Altamont,US,2020-09-28 23:52:27,42.21,-121.74,84.0,14,1,3.36
336,Saint George,US,2020-09-28 23:50:01,37.1,-113.58,88.0,11,1,6.93
337,Okhotsk,RU,2020-09-28 23:52:28,59.38,143.3,48.85,66,98,5.79
338,Hofn,IS,2020-09-28 23:52:28,64.25,-15.21,45.23,73,10,6.4
339,Manthani,IN,2020-09-28 23:52:28,18.65,79.67,74.84,92,66,4.45
340,Semirom,IR,2020-09-28 23:52:28,31.42,51.57,41.13,75,0,3.78
341,Edgewater,US,2020-09-28 23:52:29,28.99,-80.9,75.2,94,90,3.36
342,Sheopur,IN,2020-09-28 23:52:29,25.67,76.7,75.65,62,0,3.42
343,Te Anau,NZ,2020-09-28 23:52:29,-45.42,167.72,34.93,85,97,3.83
344,Teguise,ES,2020-09-28 23:52:29,29.06,-13.56,73.4,69,40,11.41
345,Saskylakh,RU,2020-09-28 23:52:30,71.92,114.08,29.01,96,100,14.83
346,Sitka,US,2020-09-28 23:52:30,57.05,-135.33,55.4,71,40,10.29
347,Visnes,NO,2020-09-28 23:52:30,59.36,5.22,57.2,87,91,4.7
348,Bud,US,2020-09-28 23:52:30,39.45,-86.18,59.0,71,1,3.36
349,Faya,SA,2020-09-28 23:52:30,18.39,42.45,64.4,25,77,3.87
350,Mo I Rana,NO,2020-09-28 23:52:31,66.31,14.14,48.99,90,15,6.53
351,Tabuk,PH,2020-09-28 23:52:31,17.42,121.44,79.45,74,99,1.7
352,Ambanja,MG,2020-09-28 23:52:31,-13.68,48.45,70.88,89,61,2.91
353,Ternate,ID,2020-09-28 23:52:31,0.8,127.4,82.06,73,47,1.25
354,Khorramshahr,IR,2020-09-28 23:52:32,30.44,48.17,78.8,39,0,4.7
355,Prince Rupert,CA,2020-09-28 23:50:12,54.32,-130.32,55.4,87,75,3.36
356,Moranbah,AU,2020-09-28 23:52:32,-22.0,148.05,73.49,52,40,17.31
357,Muli,MV,2020-09-28 23:52:32,2.92,73.57,82.22,74,85,8.48
358,Shaoguan,CN,2020-09-28 23:52:33,24.8,113.58,73.85,88,80,1.23
359,Salamiyah,SY,2020-09-28 23:52:33,35.01,37.05,68.58,63,0,4.68
360,Manadhoo,MV,2020-09-28 23:52:33,5.77,73.38,82.42,73,89,6.49
361,Samut Songkhram,TH,2020-09-28 23:52:33,13.41,100.0,73.99,84,98,3.02
362,Nanortalik,GL,2020-09-28 23:52:34,60.14,-45.24,35.82,78,0,11.5
363,Ludvika,SE,2020-09-28 23:50:06,60.15,15.19,50.0,100,90,2.24
364,Los Dos Caminos,VE,2020-09-28 23:52:34,10.49,-66.83,68.76,90,98,3.98
365,Mastic Beach,US,2020-09-28 23:52:34,40.77,-72.85,69.8,83,20,6.93
366,Iracoubo,GF,2020-09-28 23:52:34,5.48,-53.2,79.81,82,70,14.14
367,Piranhas,BR,2020-09-28 23:52:34,-16.43,-51.82,85.39,29,65,1.21
368,Florianopolis,BR,2020-09-28 23:48:37,-27.61,-48.5,68.0,77,75,9.17
369,Victoria,HK,2020-09-28 23:51:03,22.29,114.16,82.0,84,97,14.52
370,Mitsamiouli,KM,2020-09-28 23:52:35,-11.38,43.28,75.88,77,52,10.38
371,Tres Coroas,BR,2020-09-28 23:52:13,-29.52,-50.78,59.0,85,0,3.04
372,Kangaatsiaq,GL,2020-09-28 23:52:35,68.31,-53.46,32.94,92,100,3.04
373,Amarkantak,IN,2020-09-28 23:52:36,22.67,81.75,64.9,97,0,2.44
374,San Antonio,US,2020-09-28 23:52:36,29.42,-98.49,77.0,27,75,13.87
375,Bago,MM,2020-09-28 23:52:36,17.34,96.48,77.0,88,40,4.7
376,Sao Jose Da Coroa Grande,BR,2020-09-28 23:52:36,-8.9,-35.15,75.87,83,13,11.27
377,Kendari,ID,2020-09-28 23:52:36,-3.94,122.5,79.18,85,100,2.26
378,Neftcala,AZ,2020-09-28 23:52:37,39.37,49.25,65.68,46,0,5.55
379,Sabha,LY,2020-09-28 23:52:37,27.04,14.43,84.6,15,3,9.89
380,Berdigestyakh,RU,2020-09-28 23:52:37,62.1,126.7,37.53,82,19,6.76
381,Pucallpa,PE,2020-09-28 23:52:37,-8.38,-74.55,71.6,94,90,3.36
382,Vorontsovka,RU,2020-09-28 23:52:37,50.61,40.35,52.77,44,87,10.92
383,Hammerfest,NO,2020-09-28 23:52:38,70.66,23.68,50.0,76,57,17.22
384,San Juan,AR,2020-09-28 23:52:38,-31.54,-68.54,70.5,23,0,19.8
385,Broken Hill,AU,2020-09-28 23:52:38,-31.95,141.43,62.6,36,100,17.22
386,Safford,US,2020-09-28 23:52:38,32.83,-109.71,86.0,16,40,10.29
387,Bilma,NE,2020-09-28 23:52:39,18.69,12.92,88.05,13,32,2.57
388,Meulaboh,ID,2020-09-28 23:52:39,4.14,96.13,76.96,87,100,3.91
389,Salo,IT,2020-09-28 23:52:39,45.61,10.53,53.6,81,27,4.7
390,Valparaiso,CL,2020-09-28 23:52:39,-33.04,-71.63,51.8,93,90,8.05
391,Nokaneng,BW,2020-09-28 23:52:39,-19.67,22.27,70.52,20,3,10.71
392,Benguela,AO,2020-09-28 23:52:40,-12.58,13.41,71.51,79,44,4.88
393,Uglovskoye,RU,2020-09-28 23:52:40,51.36,80.19,41.67,67,62,8.55
394,Acapulco,MX,2020-09-28 23:51:42,16.86,-99.89,86.0,74,75,8.05
395,Deputatskiy,RU,2020-09-28 23:52:40,69.3,139.9,38.5,82,99,2.13
396,Santa Magdalena,AR,2020-09-28 23:52:41,-34.52,-63.94,61.43,47,48,11.97
397,Luanda,AO,2020-09-28 23:52:41,-8.84,13.23,71.6,94,20,5.82
398,Atar,MR,2020-09-28 23:52:41,20.52,-13.05,87.71,27,0,6.51
399,Tchaourou,BJ,2020-09-28 23:52:42,8.89,2.6,72.95,93,90,3.51
400,Paris,FR,2020-09-28 23:47:49,48.85,2.35,57.0,87,90,9.17
401,Saint-Augustin,CA,2020-09-28 23:52:42,51.23,-58.65,62.49,84,79,15.84
402,Cabadiangan,PH,2020-09-28 23:52:42,9.75,122.47,83.32,72,99,3.96
403,Sao Filipe,CV,2020-09-28 23:52:43,14.9,-24.5,80.87,81,26,7.43
404,Touros,BR,2020-09-28 23:52:43,-5.2,-35.46,75.2,88,20,6.93
405,Qasigiannguit,GL,2020-09-28 23:52:43,68.82,-51.19,30.2,63,94,11.41
406,Haines Junction,CA,2020-09-28 23:52:44,60.75,-137.51,43.66,67,3,13.15
407,Atasu,KZ,2020-09-28 23:52:44,48.68,71.64,44.46,60,30,4.05
408,Najran,SA,2020-09-28 23:52:45,17.49,44.13,73.4,25,73,4.61
409,Ukiah,US,2020-09-28 23:52:45,39.15,-123.21,100.4,12,1,4.7
410,Yola,NG,2020-09-28 23:52:45,9.2,12.48,74.1,90,77,2.66
411,Arman,RU,2020-09-28 23:52:46,59.7,150.17,45.28,74,71,2.59
412,Merauke,ID,2020-09-28 23:52:46,-8.47,140.33,82.47,72,81,10.78
413,Cody,US,2020-09-28 23:52:46,44.53,-109.06,66.0,16,1,3.36
414,Hohhot,CN,2020-09-28 23:52:46,40.81,111.65,50.0,66,93,8.95
415,Oktyabrskiy,RU,2020-09-28 23:52:46,54.48,53.47,47.16,79,0,1.88
416,Patnanungan,PH,2020-09-28 23:52:47,14.78,122.18,83.97,73,95,1.28
417,Tromso,NO,2020-09-28 23:52:47,69.65,18.96,46.4,87,73,21.92
418,Bac Lieu,VN,2020-09-28 23:52:47,9.29,105.72,79.61,82,73,7.38
419,Yar-Sale,RU,2020-09-28 23:52:47,66.83,70.83,36.95,89,94,9.55
420,Pimenta Bueno,BR,2020-09-28 23:52:48,-11.67,-61.19,79.38,65,71,3.15
421,Sakhipur,BD,2020-09-28 23:52:48,24.3,90.18,80.6,83,40,3.65
422,Lasa,IT,2020-09-28 23:52:48,46.62,10.7,32.0,70,75,6.04
423,Eyl,SO,2020-09-28 23:52:49,7.98,49.82,77.81,82,37,16.08
424,Namibe,AO,2020-09-28 23:52:49,-15.2,12.15,63.0,87,86,3.71
425,Port Hardy,CA,2020-09-28 23:52:49,50.7,-127.42,60.8,77,75,2.24
426,Dongsheng,CN,2020-09-28 23:52:49,39.82,109.98,48.04,79,89,15.57
427,Ranong,TH,2020-09-28 23:52:50,9.97,98.63,77.0,94,75,9.44
428,Seguela,CI,2020-09-28 23:52:50,7.96,-6.67,72.72,91,56,3.11
429,Amuntai,ID,2020-09-28 23:52:50,-2.42,115.25,76.03,86,98,1.16
430,Luderitz,NA,2020-09-28 23:52:51,-26.65,15.16,55.87,59,0,24.76
431,Mestec Kralove,CZ,2020-09-28 23:52:51,50.21,15.3,50.0,93,90,5.82
432,Aylesbury,GB,2020-09-28 23:50:37,51.82,-0.81,59.0,84,99,1.01
433,Riyadh,SA,2020-09-28 23:51:48,24.69,46.72,78.8,24,0,8.05
434,Tres Lagoas,BR,2020-09-28 23:52:51,-20.75,-51.68,84.83,49,54,10.76
435,Khalilabad,IN,2020-09-28 23:52:51,26.77,83.07,76.5,76,0,1.34
436,Botro,CI,2020-09-28 23:52:52,7.85,-5.31,73.4,100,20,2.75
437,Rantauprapat,ID,2020-09-28 23:52:52,2.1,99.83,74.97,85,96,1.45
438,Gornopravdinsk,RU,2020-09-28 23:52:52,60.05,69.9,33.82,91,48,2.77
439,Eureka,US,2020-09-28 23:48:44,40.8,-124.16,89.01,26,75,5.82
440,Saquena,PE,2020-09-28 23:52:52,-4.67,-73.52,80.02,69,53,1.34
441,Bossangoa,CF,2020-09-28 23:52:53,6.49,17.46,70.72,96,100,3.24
442,Naples,IT,2020-09-28 23:52:53,40.83,14.25,57.99,93,45,2.24
443,Naberera,TZ,2020-09-28 23:52:53,-4.2,36.93,64.72,88,85,5.73
444,Dawlatabad,AF,2020-09-28 23:52:53,36.41,64.91,55.54,39,92,5.32
445,Rigaud,CA,2020-09-28 23:52:53,45.48,-74.3,70.0,92,29,1.99
446,Balotra,IN,2020-09-28 23:51:20,25.83,72.23,82.58,58,1,9.69
447,Lavrentiya,RU,2020-09-28 23:52:54,65.58,-171.0,36.34,77,97,1.63
448,Inhambane,MZ,2020-09-28 23:52:54,-23.86,35.38,72.55,89,16,2.42
449,Warrington,GB,2020-09-28 23:52:54,53.39,-2.58,55.0,100,40,4.7
450,Laguna,US,2020-09-28 23:52:38,38.42,-121.42,100.0,9,1,6.93
451,Mbaiki,CF,2020-09-28 23:52:55,3.87,17.99,68.25,99,89,1.74
452,Deyang,CN,2020-09-28 23:52:55,31.13,104.38,66.99,63,89,1.12
453,Talcahuano,CL,2020-09-28 23:52:55,-36.72,-73.12,51.8,71,100,13.87
454,Caravelas,BR,2020-09-28 23:52:56,-17.71,-39.25,75.15,85,0,10.22
455,Alice Springs,AU,2020-09-28 23:52:56,-23.7,133.88,82.4,9,75,14.99
456,Vostok,RU,2020-09-28 23:52:56,46.49,135.88,47.34,88,98,5.19
457,Cosenza,IT,2020-09-28 23:52:56,39.31,16.25,59.0,94,96,5.99
458,Sibolga,ID,2020-09-28 23:52:57,1.74,98.78,77.07,72,91,3.8
459,Huarmey,PE,2020-09-28 23:52:57,-10.07,-78.15,62.49,83,12,7.47
460,Jaicos,BR,2020-09-28 23:52:57,-7.36,-41.14,82.62,32,35,5.21
461,Guamuchil,MX,2020-09-28 23:52:57,25.47,-108.1,97.0,53,7,15.99
462,Coihaique,CL,2020-09-28 23:52:58,-45.58,-72.07,44.6,87,75,4.7
463,Nome,US,2020-09-28 23:52:58,64.5,-165.41,42.8,70,20,6.93
464,Puerto Escondido,MX,2020-09-28 23:52:58,15.85,-97.07,86.0,70,75,11.41
465,Pangnirtung,CA,2020-09-28 23:52:58,66.15,-65.71,28.0,92,85,1.5
466,Alofi,NU,2020-09-28 23:52:59,-19.06,-169.92,80.6,88,75,18.88
467,Shiyan,CN,2020-09-28 23:52:59,32.65,110.78,65.35,85,100,2.39
468,Bend,US,2020-09-28 23:51:31,44.06,-121.32,80.6,18,1,8.05
469,Makakilo City,US,2020-09-28 23:53:00,21.35,-158.09,89.6,62,1,11.41
470,Ornskoldsvik,SE,2020-09-28 23:53:00,63.29,18.72,46.4,100,90,2.24
471,Arlit,NE,2020-09-28 23:53:00,18.74,7.39,94.96,13,72,4.32
472,De Aar,ZA,2020-09-28 23:53:00,-30.65,24.01,47.37,44,0,8.32
473,Naze,JP,2020-09-28 23:53:01,28.37,129.48,78.8,74,75,17.22
474,Staraya Kulatka,RU,2020-09-28 23:53:01,52.72,47.62,49.14,54,63,2.1
475,Zhuanghe,CN,2020-09-28 23:53:01,39.7,122.99,62.01,73,100,3.0
476,Gimli,CA,2020-09-28 23:53:01,50.63,-96.99,54.0,99,98,5.93
477,Teahupoo,PF,2020-09-28 23:53:02,-17.83,-149.27,84.2,66,40,6.93
478,Sackville,CA,2020-09-28 23:53:02,45.92,-64.38,71.6,83,40,14.99
479,Abomey-Calavi,BJ,2020-09-28 23:53:02,6.45,2.36,80.6,83,40,8.05
480,Cayenne,GF,2020-09-28 23:53:02,4.93,-52.33,80.6,83,88,6.93
481,Inverell,AU,2020-09-28 23:53:02,-29.78,151.12,64.0,54,28,3.0
482,Colac,AU,2020-09-28 23:53:03,-38.33,143.58,55.0,75,100,4.0
483,Iranshahr,IR,2020-09-28 23:53:03,27.2,60.68,74.48,43,2,1.77
484,Sorland,NO,2020-09-28 23:53:03,67.67,12.69,53.1,84,71,13.78
485,Port Blair,IN,2020-09-28 23:53:03,11.67,92.75,79.39,83,100,15.57
486,Naron,ES,2020-09-28 23:53:04,43.52,-8.15,55.4,87,100,1.12
487,Iguape,BR,2020-09-28 23:53:04,-24.71,-47.56,70.92,93,98,2.04
488,Batken,KG,2020-09-28 23:53:04,39.83,71.0,39.27,68,93,1.59
489,Isangel,VU,2020-09-28 23:53:04,-19.55,169.27,80.71,65,10,6.89
490,Road Town,VG,2020-09-28 23:53:04,18.42,-64.62,82.99,85,94,21.99
491,Lyubuchany,RU,2020-09-28 23:53:05,55.25,37.55,54.0,71,40,6.71
492,Placer,US,2020-09-28 23:53:05,39.07,-120.77,95.0,11,1,5.82
493,Gawler,AU,2020-09-28 23:53:05,-34.6,138.73,66.99,47,100,11.01
494,Japura,ID,2020-09-28 23:53:05,-0.32,102.35,74.46,92,85,3.24
495,Badarpur,IN,2020-09-28 23:53:06,24.9,92.6,76.48,88,23,2.59
496,Geraldton,AU,2020-09-28 23:53:06,-28.77,114.6,53.6,87,0,8.05
497,Hirara,JP,2020-09-28 23:53:06,24.8,125.28,78.8,73,75,5.82
498,South Lake Tahoe,US,2020-09-28 23:51:45,38.93,-119.98,75.99,17,1,7.34
499,Gwadar,PK,2020-09-28 23:53:07,25.12,62.33,80.17,77,0,1.57
500,Mount Gambier,AU,2020-09-28 23:53:07,-37.83,140.77,53.6,66,100,13.87
501,Virtsu,EE,2020-09-28 23:53:07,58.57,23.51,54.0,88,100,1.99
502,Khudumelapye,BW,2020-09-28 23:53:07,-23.88,24.75,55.9,27,0,7.85
503,Marsh Harbour,BS,2020-09-28 23:53:08,26.54,-77.06,82.98,74,98,8.52
504,Verkh-Usugli,RU,2020-09-28 23:53:08,52.7,115.17,35.74,82,0,2.15
505,Campoverde,PE,2020-09-28 23:53:08,-8.48,-74.81,71.6,94,90,3.36
506,Laizhou,CN,2020-09-28 23:53:08,37.18,119.93,68.56,65,100,0.65
507,Ayan,RU,2020-09-28 23:53:09,56.45,138.17,49.41,80,100,17.92
508,Zharkovskiy,RU,2020-09-28 23:53:09,55.85,32.27,50.67,94,84,5.68
509,Negombo,LK,2020-09-28 23:53:09,7.21,79.84,80.6,83,20,6.93
510,Kibondo,TZ,2020-09-28 23:53:09,-3.59,30.72,62.33,92,80,1.05
511,Weihai,CN,2020-09-28 23:53:10,37.5,122.11,68.16,71,100,0.76
512,Asau,RO,2020-09-28 23:53:10,46.43,26.4,63.0,93,34,1.12
513,Port-Gentil,GA,2020-09-28 23:53:10,-0.72,8.78,77.0,78,20,6.93
514,Mackay,AU,2020-09-28 23:53:10,-21.15,149.2,77.0,53,40,17.22
515,La Tuque,CA,2020-09-28 23:53:10,47.43,-72.78,64.18,95,88,6.76
516,Guerrero Negro,MX,2020-09-28 23:53:11,27.98,-114.06,78.94,51,0,18.72
517,Teguldet,RU,2020-09-28 23:53:11,57.31,88.17,34.68,95,100,12.64
518,Vestmanna,FO,2020-09-28 23:53:11,62.16,-7.17,48.2,93,7,4.7
519,Depok,ID,2020-09-28 23:53:12,-6.4,106.82,81.0,74,20,9.17
520,Mbanza-Ngungu,CD,2020-09-28 23:53:12,-5.25,14.87,71.91,75,94,5.19
521,Dalby,AU,2020-09-28 23:53:12,-27.18,151.27,64.4,52,6,17.22
522,Doksy,CZ,2020-09-28 23:53:12,50.56,14.66,50.0,95,95,3.0
523,Vozhega,RU,2020-09-28 23:53:13,60.47,40.22,44.26,87,73,4.81
524,Perdika,GR,2020-09-28 23:53:13,39.37,20.3,71.6,68,40,5.82
525,Sistranda,NO,2020-09-28 23:53:13,63.73,8.83,55.4,93,75,11.41
526,Busembatia,UG,2020-09-28 23:53:13,0.77,33.61,64.36,94,90,1.74
527,Pereleshino,RU,2020-09-28 23:53:13,51.74,40.14,51.8,43,96,11.18
528,Qaqortoq,GL,2020-09-28 23:53:14,60.72,-46.03,30.2,58,0,2.24
529,Ust-Koksa,RU,2020-09-28 23:53:14,50.27,85.61,30.15,94,40,0.96
530,Pinawa,CA,2020-09-28 23:53:14,50.15,-95.88,48.25,84,100,6.04
531,Kungurtug,RU,2020-09-28 23:53:14,50.6,97.52,30.31,84,37,0.81
532,Lumby,CA,2020-09-28 23:53:14,50.25,-118.97,73.99,48,0,0.56
533,Mercedes,AR,2020-09-28 23:53:15,-34.65,-59.43,61.0,78,5,5.26
534,San Lorenzo,PY,2020-09-28 23:52:46,-25.33,-57.53,75.2,36,8,8.05
535,Tura,IN,2020-09-28 23:53:15,25.52,90.22,72.86,93,72,2.89
536,North Battleford,CA,2020-09-28 23:53:15,52.78,-108.28,69.8,43,40,16.11
537,Waipawa,NZ,2020-09-28 23:53:15,-41.41,175.52,51.8,40,49,20.8
538,Dancheng,CN,2020-09-28 23:53:16,33.63,115.18,69.17,71,89,4.16
539,Benidorm,ES,2020-09-28 23:53:16,38.54,-0.13,66.0,71,23,4.0
540,Avera,US,2020-09-28 23:53:16,33.19,-82.53,75.2,80,40,6.93
541,Depalpur,IN,2020-09-28 23:53:16,22.85,75.55,69.53,88,0,6.33
542,Paso De Carrasco,UY,2020-09-28 23:53:17,-34.86,-56.05,57.2,58,0,3.36
543,Puro,PH,2020-09-28 23:53:17,12.48,123.38,83.73,72,57,1.54
544,Hadishahr,AZ,2020-09-28 23:53:17,38.84,45.66,62.6,51,40,11.41
545,Vegreville,CA,2020-09-28 23:53:17,53.5,-112.05,64.42,42,88,19.28
546,Port Macquarie,AU,2020-09-28 23:53:18,-31.43,152.92,70.0,47,3,1.99
547,Turukhansk,RU,2020-09-28 23:53:18,65.82,87.98,29.26,97,0,9.95
548,Biltine,TD,2020-09-28 23:53:18,14.53,20.92,80.06,64,99,4.47
549,Arkadak,RU,2020-09-28 23:53:18,51.93,43.5,48.29,50,57,8.55
550,Pincher Creek,CA,2020-09-28 23:51:07,49.48,-113.95,64.99,39,37,14.99
551,Remedios,CU,2020-09-28 23:53:19,22.49,-79.55,82.4,83,40,9.17
552,Suluq,LY,2020-09-28 23:53:19,31.67,20.25,75.31,44,0,3.47
553,San Carlos De Bariloche,AR,2020-09-28 23:53:00,-41.15,-71.31,48.2,61,75,11.41
554,Camacha,PT,2020-09-28 23:53:19,33.08,-16.33,69.8,77,40,11.41
555,Hay River,CA,2020-09-28 23:52:56,60.82,-115.8,62.6,42,40,11.41
556,Kudahuvadhoo,MV,2020-09-28 23:53:20,2.67,72.89,82.22,75,81,8.46
557,Salinopolis,BR,2020-09-28 23:53:20,-0.61,-47.36,79.52,78,33,14.27
558,Kayerkan,RU,2020-09-28 23:53:20,69.35,87.76,30.2,100,40,8.95
559,Antofagasta,CL,2020-09-28 23:53:21,-23.65,-70.4,57.2,82,75,11.41
560,Mae Tha,TH,2020-09-28 23:53:21,18.46,99.14,77.0,94,20,3.36
561,Bereda,ES,2020-09-28 23:53:21,43.27,-7.54,53.01,99,99,1.01
562,Kampong Cham,KH,2020-09-28 23:53:21,11.99,105.46,77.43,91,100,8.39
563,Adilcevaz,TR,2020-09-28 23:53:21,38.8,42.73,57.2,50,0,8.05
564,Nantucket,US,2020-09-28 23:53:21,41.28,-70.1,66.99,97,90,11.99
565,Lady Frere,ZA,2020-09-28 23:53:22,-31.7,27.23,47.48,79,51,2.42
566,Erenhot,CN,2020-09-28 23:53:22,43.65,111.98,47.12,49,23,3.22
567,Danielskuil,ZA,2020-09-28 23:53:22,-28.19,23.54,37.63,60,0,5.77
568,Nizhniy Odes,RU,2020-09-28 23:53:23,63.64,54.86,44.33,98,87,4.92
569,Burns Lake,CA,2020-09-28 23:53:23,54.23,-125.75,47.97,87,100,3.27
570,Bowen,AU,2020-09-28 23:53:23,-20.02,148.23,77.0,50,75,13.87
571,Jumla,NP,2020-09-28 23:53:23,29.27,82.18,50.99,56,0,4.29
572,Omboue,GA,2020-09-28 23:53:24,-1.57,9.26,74.23,79,42,5.75
573,Kenai,US,2020-09-28 23:53:24,60.55,-151.26,53.01,76,90,6.93
574,Hambantota,LK,2020-09-28 23:53:24,6.12,81.12,80.17,80,97,15.48
575,Ipixuna,BR,2020-09-28 23:53:24,-1.76,-48.8,77.0,94,99,2.24
576,Bonavista,CA,2020-09-28 23:53:25,48.65,-53.11,62.19,86,72,17.31
